DUA;Item;Fecha;AÒo;Importador;RUC;Regimen;CÛdigo NCM;Aduana;VÌa Transporte;Nombre Transportista;Manifiesto;Conocimiento;Puerto de Embarque;PaÌs de Origen;Pais de Procedencia;Cantidad Comercial;Unidad de Medida;Cant. VF;U.V.F.;Bultos;Tipo de Bulto;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitario;U$S Flete;Kgs. Netos;Kgs. Brutos;Proveedor;Marca;DescripciÛn de MercaderÌa;DescripciÛn para Filtro
118-008926;0006;11/01/2021;2021;INTRADEVCO INDUSTRIAL S.A.;4  20417378911;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;02955-20;SMLU6396921A;MANZANILLO;Estados Unidos;Estados Unidos;41336.25;LB;18750;KILOGRAMO;7.5;SAC;21200.04;0.51;23415.88;0.57;2200;18750;18750;CHEMTEX GLOBAL;S/M;COPOLIMERO S/M S/M 750  SACOS X 25 KG INSUMO PARA LA FABRICACION DE ENVASES PLASTICOS COPOLIMERO DE ALTA DENSIDAD, RESINA PLASTICA SINTETICA HIGH DENSITY COPOLYMER;COPOLIMERO S/M S/M 750  SACOS X 25 KG INSUMO PARA LA FABRICACION DE ENVASES PLASTICOS COPOLIMERO DE ALTA DENSIDAD, RESINA PLASTICA SINTETICA HIGH DENSITY COPOLYMER
118-008926;0007;11/01/2021;2021;INTRADEVCO INDUSTRIAL S.A.;4  20417378911;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;02955-20;SMLU6396921A;MANZANILLO;Estados Unidos;Estados Unidos;41336.25;LB;18750;KILOGRAMO;7.5;SAC;21200.04;0.51;23415.88;0.57;2200;18750;18750;CHEMTEX GLOBAL;S/M;COPOLIMERO S/M S/M 750  SACOS X 25 KG INSUMO PARA LA FABRICACION DE ENVASES PLASTICOS COPOLIMERO DE ALTA DENSIDAD, RESINA PLASTICA SINTETICA HIGH DENSITY COPOLYMER;COPOLIMERO S/M S/M 750  SACOS X 25 KG INSUMO PARA LA FABRICACION DE ENVASES PLASTICOS COPOLIMERO DE ALTA DENSIDAD, RESINA PLASTICA SINTETICA HIGH DENSITY COPOLYMER
118-008926;0008;11/01/2021;2021;INTRADEVCO INDUSTRIAL S.A.;4  20417378911;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;02955-20;SMLU6396921A;MANZANILLO;Estados Unidos;Estados Unidos;41336.25;LB;18750;KILOGRAMO;7.5;SAC;21200.04;0.51;23415.88;0.57;2200;18750;18750;CHEMTEX GLOBAL;S/M;COPOLIMERO S/M S/M 750  SACOS X 25 KG INSUMO PARA LA FABRICACION DE ENVASES PLASTICOS COPOLIMERO DE ALTA DENSIDAD, RESINA PLASTICA SINTETICA HIGH DENSITY COPOLYMER;COPOLIMERO S/M S/M 750  SACOS X 25 KG INSUMO PARA LA FABRICACION DE ENVASES PLASTICOS COPOLIMERO DE ALTA DENSIDAD, RESINA PLASTICA SINTETICA HIGH DENSITY COPOLYMER
118-009435;0001;11/01/2021;2021;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00013-21;HLCUSS5201227270;SANTOS;Brasil;Uruguay;49.5;TM;49500;KILOGRAMO;0.36;BUL;65142.94;1316.02;67736.36;1368.41;2516;49500;50391;BRASKEM S.A.;BRASKEM;Polipropileno copolimero, Braskem, S/M   Polipropileno copolimero EP440N POLYPROPYLENE COPOLYMER;Polipropileno copolimero, Braskem, S/M   Polipropileno copolimero EP440N POLYPROPYLENE COPOLYMER
118-010395;0001;12/01/2021;2021;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02981-20;HLCUBO2201215040;CARTAGENA;Colombia;Colombia;27000;KG;27000;KILOGRAMO;0.18;BUL;32953.63;1.22;33480;1.24;518;27000;27514.89;ESENTTIA S A;ESENTTIA;POLIPROPILENO COPOLIMERO 22C18ND, ESENTTIA, S/M 22C18ND  POLIPROPILENO COPOLIMERO;POLIPROPILENO COPOLIMERO 22C18ND, ESENTTIA, S/M 22C18ND  POLIPROPILENO COPOLIMERO
118-010507;0001;12/01/2021;2021;OPP FILM S.A.;4  20502351908;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;00128-21;SUDUN0062AWMW010;No disponible;Corea del Sur;Estados Unidos;88;TM;88000;KILOGRAMO;35.2;BG;94336;1072;114446.33;1300.53;20064;88000;88352;LOTTE CHEMICAL CORPORATION;S/M;COPOLIMERO DE POLIPROPILENO, S/M, S/M GRADO SB-50Y COPOLIMERO DE POLIPROPILENO, EN FORMAS BASICAS COPOLIMERO DE POLIPROPILENO GRADO SB-550Y;COPOLIMERO DE POLIPROPILENO, S/M, S/M GRADO SB-50Y COPOLIMERO DE POLIPROPILENO, EN FORMAS BASICAS COPOLIMERO DE POLIPROPILENO GRADO SB-550Y
118-010528;0001;12/01/2021;2021;OPP FILM S.A.;4  20502351908;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;MERCATOR PERU - OPERADOR;00036-21;ONEYSELAD6924800;No disponible;Corea del Sur;Estados Unidos;198;TM;198000;KILOGRAMO;79.2;BG;202860;1024.55;251690.54;1271.16;48728.7;198000;198792;LOTTE CHEMICAL CORPORATION;S/M;COPOLIMERO DE POLIPROPILENO, S/M, S/M GRADO SB-550Y COPOLIMERO DE POLIPROPILENO, EN FORMAS BASICAS COPOLIMERO DE POLIPROPILENO GRADO SB-550Y;COPOLIMERO DE POLIPROPILENO, S/M, S/M GRADO SB-550Y COPOLIMERO DE POLIPROPILENO, EN FORMAS BASICAS COPOLIMERO DE POLIPROPILENO GRADO SB-550Y
118-010538;0001;12/01/2021;2021;INDUSTRIAS DEL ENVASE S A;4  20100004322;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;00062-21;MAEU206452329;No disponible;Emiratos ¡rabes Unidos;Austria;396000;KG;396000;KILOGRAMO;158.4;BUL;437535;1.1;465299.84;1.17;27300;396000;405504;BOROUGE PTE LTDPO BOX 6951ABU DHABI, UAE;BOREALIS;POLIPROPILENO COPOLIMERO, BOREALIS, BE961MO BE961MO BOROUGE BAG POLYPROPYLENE COPOLYMER 15840 BAGS POR 25 KILOS C/U POLIPROPILENO COPOLIMERO;POLIPROPILENO COPOLIMERO, BOREALIS, BE961MO BE961MO BOROUGE BAG POLYPROPYLENE COPOLYMER 15840 BAGS POR 25 KILOS C/U POLIPROPILENO COPOLIMERO
118-011147;0001;12/01/2021;2021;POLINPLAST S.A.C.;4  20505520638;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00013-21;HLCURI4201205518;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0.9;BUL;32331.67;1306.33;33616.4;1358.24;1258;24750;25195.5;BRASKEM S.A.;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CP 295 PL14 EN BOLSAS DE 25KG POLIPROPILENO COPOLIMERO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CP 295 PL14 EN BOLSAS DE 25KG POLIPROPILENO COPOLIMERO
118-011147;0002;12/01/2021;2021;POLINPLAST S.A.C.;4  20505520638;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00013-21;HLCURI4201205518;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;BUL;32331.67;1306.33;33616.4;1358.24;1258;24750;25195.5;BRASKEM S.A.;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CP 295 PL14 EN BOLSAS DE 25KG POLIPROPILENO COPOLIMERO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CP 295 PL14 EN BOLSAS DE 25KG POLIPROPILENO COPOLIMERO
118-011147;0003;12/01/2021;2021;POLINPLAST S.A.C.;4  20505520638;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00013-21;HLCURI4201205518;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;BUL;32331.67;1306.33;33616.4;1358.24;1258;24750;25195.5;BRASKEM S.A.;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CP 295 PL14 EN BOLSAS DE 25KG POLIPROPILENO COPOLIMERO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CP 295 PL14 EN BOLSAS DE 25KG POLIPROPILENO COPOLIMERO
118-011147;0004;12/01/2021;2021;POLINPLAST S.A.C.;4  20505520638;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00013-21;HLCURI4201205518;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;BUL;32331.67;1306.33;33616.4;1358.24;1258;24750;25195.5;BRASKEM S.A.;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CP 295 PL14 EN BOLSAS DE 25KG POLIPROPILENO COPOLIMERO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CP 295 PL14 EN BOLSAS DE 25KG POLIPROPILENO COPOLIMERO
118-011147;0005;12/01/2021;2021;POLINPLAST S.A.C.;4  20505520638;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00013-21;HLCURI4201205518;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;BUL;32331.67;1306.33;33616.4;1358.24;1258;24750;25195.5;BRASKEM S.A.;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CP 295 PL14 EN BOLSAS DE 25KG POLIPROPILENO COPOLIMERO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CP 295 PL14 EN BOLSAS DE 25KG POLIPROPILENO COPOLIMERO
118-011367;0001;12/01/2021;2021;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02978-20;HLCUSEL201154237;KRZZA;Estados Unidos;Estados Unidos;44;TM;44000;KILOGRAMO;17.6;BUL;47360.42;1076.37;54169.69;1231.13;6801.14;44000;44176;LOTTE CHEMICAL CORPORATION;LOTTE;RESINA PLASTICA, LOTTE, S/M COPOLIMERO DE POLIPROPILENO JM350 BOLSAS DE 25 KG - COPOLIMEROS DE PROPILENO USO INDUSTRIAL;RESINA PLASTICA, LOTTE, S/M COPOLIMERO DE POLIPROPILENO JM350 BOLSAS DE 25 KG - COPOLIMEROS DE PROPILENO USO INDUSTRIAL
118-013754;0004;13/01/2021;2021;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00013-21;HLCURI4201206990;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;32826.67;1326.33;34089.82;1377.37;1258;24750;25195.5;BRASKEM S.A.;BRASKEM;RESINA PLASTICA. BRASKEM. S/M COPOLIMERO DE POLIPROPILENO PRB 0131 BOLSAS DE 25 KG - COPOLIMEROS DE PROPILENO USO INDUSTRIAL;RESINA PLASTICA. BRASKEM. S/M COPOLIMERO DE POLIPROPILENO PRB 0131 BOLSAS DE 25 KG - COPOLIMEROS DE PROPILENO USO INDUSTRIAL
118-013769;0001;13/01/2021;2021;IBEROAMERICANA DE PLASTICOS SAC;4  20508061201;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02981-20;HLCUANR201163243;HAMBURG;Austria;Austria;45000;TM;45000;KILOGRAMO;0;No disponible;47288;1.05;51549.01;1.15;4237;45000;46080;BOREALIS AG;S/M;RESINA PP COPOLIMERO. S/M. S/M COMERCIALIZADO EN TONELADAS PARA USO INDUSTRIAL BOREALIS BD950MO BAG PROPYLENE COPOLYMER BD950MO;RESINA PP COPOLIMERO. S/M. S/M COMERCIALIZADO EN TONELADAS PARA USO INDUSTRIAL BOREALIS BD950MO BAG PROPYLENE COPOLYMER BD950MO
118-013917;0001;13/01/2021;2021;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00013-21;SUDU60SSZ189287X;RIO DE JANEIRO;Brasil;Brasil;49.5;TM;49500;KILOGRAMO;0;No disponible;65080.17;1314.75;68075.64;1375.27;2985.18;49500;50391;BRASKEM S.A.;BRASKEM;RESINA PLASTICA. BRASKEM. S/M COPOLIMERO DE POLIPROPILENO RP 340R BOLSAS DE 25 KG - COPOLIMEROS DE PROPILENO USO INDUSTRIAL;RESINA PLASTICA. BRASKEM. S/M COPOLIMERO DE POLIPROPILENO RP 340R BOLSAS DE 25 KG - COPOLIMEROS DE PROPILENO USO INDUSTRIAL
118-014277;0001;13/01/2021;2021;OPP FILM S.A.;4  20502351908;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02981-20;HLCUANR201176120;ANTWERPEN;BÈlgica;Reino Unido;24.75;TM;24750;KILOGRAMO;0;No disponible;33768.87;1364.4;34838.76;1407.63;1054.38;24750;25443;INEOS EUROPE AG;ELTEX;COPOLIMERO DE POLIETILENO. ELTEX. KS397 PE BAGS (1375KG)ON PALLET  PP COPOLYMER: ELTEX P KS397 55X25KG;COPOLIMERO DE POLIETILENO. ELTEX. KS397 PE BAGS (1375KG)ON PALLET  PP COPOLYMER: ELTEX P KS397 55X25KG
118-014291;0001;13/01/2021;2021;OPP FILM S.A.;4  20502351908;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02981-20;HLCUANR201215574;HAMBURG;Alemania;Australia;50000;KG;50000;KILOGRAMO;0;No disponible;59135;1.18;61530.14;1.23;2367.74;50000;51200;BOREALIS AG;BOREALIS;COPOLIMERO DE POLIPROPILENO. BOREALIS. S/M RD2014FC  COPOLIMERO DE POLIPROPILENO;COPOLIMERO DE POLIPROPILENO. BOREALIS. S/M RD2014FC  COPOLIMERO DE POLIPROPILENO
118-014683;0001;14/01/2021;2021;INSPECCIONES TECNICAS VEHICULARES NORWICH SOCIEDAD;4  20600448286;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;COSCO SHIPPING LINES (PER;00420-21;EGLV003100218932;KAOHSIUNG;Estados Unidos;Estados Unidos;50000;U;50000;KILOGRAMO;0;No disponible;67500;1.35;83343.75;1.67;15000;50000;50105;FORMOSA CHEMICALS & FIBRE CORP.;S/M;POLIPROPILENO COPOLIMERO. S/M. S/MOD POLYPROPYLENE HOMOPOLYMERE SNETOR PPH 4100T MATERIA PRIMA PARA LA INDUSTRIA PLASTICA.BOLSA POLYPROPYLENE IMPACT COPOLYMER COPO PP K8025 POLIPROPILENO;POLIPROPILENO COPOLIMERO. S/M. S/MOD POLYPROPYLENE HOMOPOLYMERE SNETOR PPH 4100T MATERIA PRIMA PARA LA INDUSTRIA PLASTICA.BOLSA POLYPROPYLENE IMPACT COPOLYMER COPO PP K8025 POLIPROPILENO
118-015194;0001;14/01/2021;2021;INVERSIONES SAN GABRIEL S A;4  20100403294;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00013-21;HLCURI4201206214;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;33321.67;1346.33;34617.51;1398.69;1258;24750;25195.5;BRASKEM S.A.;BRASKEM;POLIPROPILENO COPOLIMERO BRASKEM S/M  INDUSTRIAL BULTO CP 741 PL14 POLIPROPILENO COPOLIMERO;POLIPROPILENO COPOLIMERO BRASKEM S/M  INDUSTRIAL BULTO CP 741 PL14 POLIPROPILENO COPOLIMERO
118-016341;0001;14/01/2021;2021;INDUSTRIAS DEL ENVASE S A;4  20100004322;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;00062-21;MAEU206355642;JEBEL ALI;Emiratos ¡rabes Unidos;Austria;148500;KG;148500;KILOGRAMO;0;No disponible;163545;1.1;174564.39;1.18;10845;148500;152064;BOROUGE PTE LTDPO BOX 6951ABU DHABI. UAE;BOREALIS;POLIPROPILENO COPOLIMERO BOREALIS BE961MO MATERIAL POLIPROPILENO PARA INYECCION DE ENVASES PLASTICOS ENVASADO EN BOLSAS DE 25 KILOS BE961MO BOROUGE BAG POLYPROPYLENE COPOLYMER;POLIPROPILENO COPOLIMERO BOREALIS BE961MO MATERIAL POLIPROPILENO PARA INYECCION DE ENVASES PLASTICOS ENVASADO EN BOLSAS DE 25 KILOS BE961MO BOROUGE BAG POLYPROPYLENE COPOLYMER
118-018189;0001;15/01/2021;2021;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00078-21;MEDUCI054585;BARCELONA;EspaÒa;Francia;49.5;TM;49500;KILOGRAMO;0;No disponible;71827.47;1451.06;77825.31;1572.23;5100;49500;50940;REPSOL QUIMICA. S.A.;REPSOL;COPOLIMERO DE POLIPROPILENO. REPSOL. HI2050KM REF : HI2050KM SON : 36 PALLETS DE 1375 KG CADA UNO / USO: INDUSTRIAL POLYPROPYLENE COPOLYMER REPSOL HI2050KM;COPOLIMERO DE POLIPROPILENO. REPSOL. HI2050KM REF : HI2050KM SON : 36 PALLETS DE 1375 KG CADA UNO / USO: INDUSTRIAL POLYPROPYLENE COPOLYMER REPSOL HI2050KM
118-018204;0001;15/01/2021;2021;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;00081-21;SEAU830205344;RIO DE JANEIRO;Brasil;Brasil;49.5;TM;49500;KILOGRAMO;0;No disponible;60907.4;1230.45;63719.21;1287.26;2802.25;49500;50391;BRASKEM SARUA LEMOS MONTEIRO. 120BUTANTA - SAO PAU;BRASKEM;RESINA PLASTICA. BRASKEM. S/M COPOLIMERO DE POLIPROPILENO RP 340R BOLSAS DE 25 KG - COPOLIMEROS DE PROPILENO USO INDUSTRIAL;RESINA PLASTICA. BRASKEM. S/M COPOLIMERO DE POLIPROPILENO RP 340R BOLSAS DE 25 KG - COPOLIMEROS DE PROPILENO USO INDUSTRIAL
118-018280;0001;15/01/2021;2021;POLINPLAST S.A.C.;4  20505520638;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;00081-21;MAEU911467015;JEDDAH;Arabia Saudi;Arabia Saudi;220;TM;220000;KILOGRAMO;0;No disponible;238000;1081.82;248947.98;1131.58;10600;220000;224400.52;NATIONAL PETROCHEMICAL INDUSTRIAL COPO BOX 4459. J;S/M;POLIPROPILENO COPOLIMERO. S/M. S/M 1B20ML00N03 EN BOLSAS DE 25 KG C/U POLYPROPYLENE COPOLYMER B20ML;POLIPROPILENO COPOLIMERO. S/M. S/M 1B20ML00N03 EN BOLSAS DE 25 KG C/U POLYPROPYLENE COPOLYMER B20ML
118-018280;0002;15/01/2021;2021;POLINPLAST S.A.C.;4  20505520638;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;00081-21;MAEU911467015;JEDDAH;Arabia Saudi;Arabia Saudi;110;TM;110000;KILOGRAMO;0;No disponible;119000;1081.82;124473.99;1131.58;5300;110000;112200.26;NATIONAL PETROCHEMICAL INDUSTRIAL COPO BOX 4459. J;S/M;POLIPROPILENO COPOLIMERO. S/M. S/M 1B45ML00N03 EN BOLSAS DE 25 KG C/U POLYPROPYLENE COPOLYMER B45ML;POLIPROPILENO COPOLIMERO. S/M. S/M 1B45ML00N03 EN BOLSAS DE 25 KG C/U POLYPROPYLENE COPOLYMER B45ML
118-018280;0003;15/01/2021;2021;POLINPLAST S.A.C.;4  20505520638;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;00081-21;MAEU911467015;JEDDAH;Arabia Saudi;Arabia Saudi;88;TM;88000;KILOGRAMO;0;No disponible;100480;1141.82;104866.91;1191.67;4240;88000;89760.21;NATIONAL PETROCHEMICAL INDUSTRIAL COPO BOX 4459. J;S/M;POLIPROPILENO COPOLIMERO. S/M. S/M 1R25MLT0N03 EN BOLSAS DE 25 KG C/U POLYPROPYLENE COPOLYMER R25MLT;POLIPROPILENO COPOLIMERO. S/M. S/M 1R25MLT0N03 EN BOLSAS DE 25 KG C/U POLYPROPYLENE COPOLYMER R25MLT
118-018421;0001;15/01/2021;2021;WMB E.I.RL.;4  20523766024;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02981-20;ANT1381325;ANTWERPEN;BÈlgica;Francia;24.75;TM;24750;KILOGRAMO;0;No disponible;29803.75;1204.19;32176.29;1300.05;2000;24750;25344;INEOS EUROPE AGAVENUE DES UTTINS. 31180 ROLLESWITZ;S/M;POLIPROPILENO COPOLIMERO REPSOL. S/M. S/M MATERIAL PLASTICO PARA MOLDEO 200CA40 POLIPROPILENO COPOLIMERO REPSOL BATCH: DTK1129;POLIPROPILENO COPOLIMERO REPSOL. S/M. S/M MATERIAL PLASTICO PARA MOLDEO 200CA40 POLIPROPILENO COPOLIMERO REPSOL BATCH: DTK1129
118-019655;0001;15/01/2021;2021;IBEROAMERICANA DE PLASTICOS SAC;4  20508061201;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;00081-21;MAEU206604675;No disponible;Emiratos ¡rabes Unidos;Austria;49.5;TM;49500;KILOGRAMO;0;No disponible;53277.5;1076.31;56838.97;1148.26;3535;49500;50688;BOROUGE PTE LTD PO BOX 6951 ABU DHABI. UAE;S/M;RESINA PP COPOLIMERO. S/M. S/M 4700020828 BD950MO BOROUGE BAG POLYPROPYLENE COPOLYMER - COPOLIMEROS DE PROPILENO USO INDUSTRIAL;RESINA PP COPOLIMERO. S/M. S/M 4700020828 BD950MO BOROUGE BAG POLYPROPYLENE COPOLYMER - COPOLIMEROS DE PROPILENO USO INDUSTRIAL
118-022889;0001;19/01/2021;2021;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;00116-21;SUDU60SSZ190204X;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;30749.35;1242.4;32081.93;1296.24;1310.45;24750;25195.5;BRASKEM S.A.;BRASKEM;POLIPROPILENO COPOLIMERO. BRASKEM. S/M 18 PALETAS CON 990 BAGS  CODIGO: CP 741 PL14;POLIPROPILENO COPOLIMERO. BRASKEM. S/M 18 PALETAS CON 990 BAGS  CODIGO: CP 741 PL14
118-022889;0002;19/01/2021;2021;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;00116-21;SUDU60SSZ190204X;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;30749.35;1242.4;32081.93;1296.24;1310.45;24750;25195.5;BRASKEM S.A.;BRASKEM;POLIPROPILENO COPOLIMERO. BRASKEM. S/M 18 PALETAS CON 990 BAGS  CODIGO: CP 741 PL14;POLIPROPILENO COPOLIMERO. BRASKEM. S/M 18 PALETAS CON 990 BAGS  CODIGO: CP 741 PL14
118-022889;0003;19/01/2021;2021;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;00116-21;SUDU60SSZ190204X;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;30749.35;1242.4;32081.93;1296.24;1310.45;24750;25195.5;BRASKEM S.A.;BRASKEM;POLIPROPILENO COPOLIMERO. BRASKEM. S/M 18 PALETAS CON 990 BAGS  CODIGO: CP 741 PL14;POLIPROPILENO COPOLIMERO. BRASKEM. S/M 18 PALETAS CON 990 BAGS  CODIGO: CP 741 PL14
118-022889;0004;19/01/2021;2021;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;00116-21;SUDU60SSZ190204X;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;30749.35;1242.4;32081.93;1296.24;1310.45;24750;25195.5;BRASKEM S.A.;BRASKEM;POLIPROPILENO COPOLIMERO. BRASKEM. S/M 18 PALETAS CON 990 BAGS  CODIGO: CP 741 PL14;POLIPROPILENO COPOLIMERO. BRASKEM. S/M 18 PALETAS CON 990 BAGS  CODIGO: CP 741 PL14
118-022889;0005;19/01/2021;2021;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;00116-21;SUDU60SSZ190204X;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;30749.35;1242.4;32081.93;1296.24;1310.45;24750;25195.5;BRASKEM S.A.;BRASKEM;POLIPROPILENO COPOLIMERO. BRASKEM. S/M 18 PALETAS CON 990 BAGS  CODIGO: CP 741 PL14;POLIPROPILENO COPOLIMERO. BRASKEM. S/M 18 PALETAS CON 990 BAGS  CODIGO: CP 741 PL14
118-022889;0006;19/01/2021;2021;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;00116-21;SUDU60SSZ190204X;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;30749.35;1242.4;32081.93;1296.24;1310.45;24750;25195.5;BRASKEM S.A.;BRASKEM;POLIPROPILENO COPOLIMERO. BRASKEM. S/M 18 PALETAS CON 990 BAGS  CODIGO: CP 741 PL14;POLIPROPILENO COPOLIMERO. BRASKEM. S/M 18 PALETAS CON 990 BAGS  CODIGO: CP 741 PL14
118-022889;0007;19/01/2021;2021;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;00116-21;SUDU60SSZ190204X;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;30749.35;1242.4;32081.93;1296.24;1310.45;24750;25195.5;BRASKEM S.A.;BRASKEM;POLIPROPILENO COPOLIMERO. BRASKEM. S/M 18 PALETAS CON 990 BAGS  CODIGO: CP 741 PL14;POLIPROPILENO COPOLIMERO. BRASKEM. S/M 18 PALETAS CON 990 BAGS  CODIGO: CP 741 PL14
