DUA;Item;Fecha;A駉;Importador;RUC;Regimen;C骴igo NCM;Aduana;V韆 Transporte;Nombre Transportista;Manifiesto;Conocimiento;Puerto de Embarque;Pa韘 de Origen;Pais de Procedencia;Cantidad Comercial;Unidad de Medida;Cant. VF;U.V.F.;Bultos;Tipo de Bulto;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitario;U$S Flete;Kgs. Netos;Kgs. Brutos;Proveedor;Marca;Descripci髇 de Mercader韆;Descripci髇 para Filtro
118-005519;0002;06/01/2022;2022;FITESA PERU S.A.C.;4  20451558383;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;03137-21;WEB211307861;LAEM CHABANG;Tailandia;Tailandia;24;TM;24000;KILOGRAMO;0;No disponible;31350;1306.25;44865.86;1869.41;13500;24000;24544;IRPC PUBLIC COMPANY LIMITED;S/M;POLIPROPILENO S/M S/M ----- USO INDUSTRIAL PP GRADE 1105SC EN 32 BOLSAS DE 750 KG. C/U X 16 PALLET;POLIPROPILENO S/M S/M ----- USO INDUSTRIAL PP GRADE 1105SC EN 32 BOLSAS DE 750 KG. C/U X 16 PALLET
118-005527;0001;06/01/2022;2022;FITESA PERU S.A.C.;4  20451558383;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;03137-21;WEB211307933;LAEM CHABANG;Tailandia;Tailandia;120;TM;120000;KILOGRAMO;0;No disponible;156750;1306.25;224329.38;1869.41;67500;120000;122160;IRPC PUBLIC COMPANY LIMITED;S/M;POLIPROPILENO S/M S/M LOTES: 7210902038 - 7210902039 - 7210903028 - 7210903035 USO INDUSTRIAL PP GRADE 1105SC EN 160 BOLSAS DE 750 KG. C/U X 80 PALLET;POLIPROPILENO S/M S/M LOTES: 7210902038 - 7210902039 - 7210903028 - 7210903035 USO INDUSTRIAL PP GRADE 1105SC EN 160 BOLSAS DE 750 KG. C/U X 80 PALLET
118-005604;0001;06/01/2022;2022;JESHUA ADONAI SOCIEDAD ANONIMA CERRADA;4  20511131287;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;03137-21;CNCM2110018A;KRZZA;Corea del Sur;Estados Unidos;66;TM;66000;KILOGRAMO;0;No disponible;87780;1330;120925.3;1832.2;33000;66000;66990;HYOSUNG TNC CORPORATION;S/M;POLIPROPILENO RAFIA S/M S/M POLIPROPILENO RAFIA USO:INDUSTRIAL GRADE:UH450J 2640 BOLSAS DE 25 KG;POLIPROPILENO RAFIA S/M S/M POLIPROPILENO RAFIA USO:INDUSTRIAL GRADE:UH450J 2640 BOLSAS DE 25 KG
118-006167;0001;06/01/2022;2022;TEJIDOS INDUSTRIALES DEL PACIFICO S.A.C. - TINPAC;4  20545167035;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRANSTOTAL AGENCIA MARITI;03087-21;039BX64199;No disponible;Vietnam;Vietnam;28;TM;28000;KILOGRAMO;0;No disponible;43746.67;1562.38;54367.16;1941.68;10610;28000;28110;STAVIAN CHEMICAL JOINT STOCK COMPANY;NSY114G;POLIPROPILENO. NSY114G. S/M LOTE: 2108025. 2108027 PELLETS DE POLIPROPILENO PARA EXTRUSION POLYPROPYLENE NSY114G -;POLIPROPILENO. NSY114G. S/M LOTE: 2108025. 2108027 PELLETS DE POLIPROPILENO PARA EXTRUSION POLYPROPYLENE NSY114G -
118-006240;0001;06/01/2022;2022;PROCESADORA COMERCIALIZAD MONTENEGRO SAC;4  20395981839;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRANSTOTAL AGENCIA MARITI;03087-21;001BAT4740;KAOHSIUNG;Taiw醤;B閘gica;100;TM;100000;KILOGRAMO;0;No disponible;144235;1442.35;190500;1905;44360;100000;101200;MANUCHAR N.V.;S/M;POLIPROPILENO HOMOPOLIMERO. S/M. S/M GRADO: S1005. RAFFIA. MFI 5. 0 EN BOLSAS DE 25KG POLIPROPILENO (PP) HOMOPOLIMERO;POLIPROPILENO HOMOPOLIMERO. S/M. S/M GRADO: S1005. RAFFIA. MFI 5. 0 EN BOLSAS DE 25KG POLIPROPILENO (PP) HOMOPOLIMERO
118-006673;0001;07/01/2022;2022;INDUSTRIAS EUROPEAS S.A.C.;4  20463969877;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;03058-21;7025-0464-112.022;SAN VICENTE;Chile;Uruguay;51000;KG;51000;KILOGRAMO;0;No disponible;86980;1.71;96038.21;1.88;8900;51000;52190;PETROQUIM SA;PETROQUIM;POLIPROPILENO PETROQUIM PH2615 LOTE H-804 TRANSFORMACION EN PRODUCTOS PLASTICOS POLIPROPILENO POLIPROPILENO INYECCION;POLIPROPILENO PETROQUIM PH2615 LOTE H-804 TRANSFORMACION EN PRODUCTOS PLASTICOS POLIPROPILENO POLIPROPILENO INYECCION
046-006673;0001;07/01/2022;2022;INDUSTRIAS EUROPEAS S.A.C.;4  20463969877;IMPORTACION DEFINITIVA;39021000;PAITA;MARITIMO;TRABAJOS MARITIMOS S.A.;03058-21;7025-0464-112.022;SAN VICENTE;Chile;Uruguay;51000;KG;51000;KILOGRAMO;0;No disponible;86980;1.71;96038.21;1.88;8900;51000;51940;PETROQUIM SA;PETROQUIM;POLIPROPILENO PETROQUIM PH2615 LOTE H-804 TRANSFORMACION EN PRODUCTOS PLASTICOS POLIPROPILENO POLIPROPILENO INYECCION;POLIPROPILENO PETROQUIM PH2615 LOTE H-804 TRANSFORMACION EN PRODUCTOS PLASTICOS POLIPROPILENO POLIPROPILENO INYECCION
118-007628;0001;07/01/2022;2022;POLINPLAST S.A.C.;4  20505520638;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;03059-21;HLCUSEL211277687;No disponible;Corea del Sur;Corea del Sur;110;TM;110000;KILOGRAMO;0;No disponible;180985.2;1645.32;200516.32;1822.88;19214.8;110000;112240;LOTTE CHEMICAL CORPORATION;S/M;POLIPROPILENO, S/M, S/M JM-375 EN BOLSAS DE 25 KG POLIPROPILENO JM-375 PP BLOCK JM-375;POLIPROPILENO, S/M, S/M JM-375 EN BOLSAS DE 25 KG POLIPROPILENO JM-375 PP BLOCK JM-375
118-008165;0001;07/01/2022;2022;FITESA PERU S.A.C.;4  20451558383;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;03137-21;WEB211307942;LAEM CHABANG;Tailandia;Tailandia;72;TM;72000;KILOGRAMO;0;No disponible;94050;1306.25;134597.65;1869.41;40500;72000;73434;IRPC PUBLIC COMPANY LIMITED;S/M;POLIPROPILENO S/M S/M ----- USO INDUSTRIAL PP GRADE 1105SC EN 96 BOLSAS DE 750 KG. C/U X 48 PALLET;POLIPROPILENO S/M S/M ----- USO INDUSTRIAL PP GRADE 1105SC EN 96 BOLSAS DE 750 KG. C/U X 48 PALLET
118-008165;0002;07/01/2022;2022;FITESA PERU S.A.C.;4  20451558383;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;03137-21;WEB211307942;LAEM CHABANG;Tailandia;Tailandia;48;TM;48000;KILOGRAMO;0;No disponible;62400;1300;89431.62;1863.16;27000;48000;48956;IRPC PUBLIC COMPANY LIMITED;S/M;POLIPROPILENO S/M S/M ----- USO INDUSTRIAL PP GRADE 1105SC EN 64 BOLSAS DE 750 KG. C/U X 32 PALLET;POLIPROPILENO S/M S/M ----- USO INDUSTRIAL PP GRADE 1105SC EN 64 BOLSAS DE 750 KG. C/U X 32 PALLET
118-008167;0001;07/01/2022;2022;FITESA PERU S.A.C.;4  20451558383;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;03137-21;WEB211307950;LAEM CHABANG;Tailandia;Tailandia;96;TM;96000;KILOGRAMO;0;No disponible;124800;1300;178863.3;1863.16;54000;96000;97740;IRPC PUBLIC COMPANY LIMITED;S/M;POLIPROPILENO S/M S/M LOTES: 7210703029 - 7210902039 - 7210903028 - 7210903031 USO INDUSTRIAL PP GRADE 1105SC EN 128 BOLSAS DE 750 KG. C/U X 64 PALLET;POLIPROPILENO S/M S/M LOTES: 7210703029 - 7210902039 - 7210903028 - 7210903031 USO INDUSTRIAL PP GRADE 1105SC EN 128 BOLSAS DE 750 KG. C/U X 64 PALLET
118-008274;0001;07/01/2022;2022;XIMESA S.A.C.;4  20125508716;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;03057-21;HLCUEUR2111BVBK8;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;43100;1741.41;44562.25;1800.49;1450;24750;25370;BRASKEM S.A;BRASKEM;POLIPROPILENO HOMOPOLIMERO, BRASKEM, H 202HC EN BOLSAS DE 25 KG PARA INYECCION FABRICACION DE ARTICULOS DE PLASTICO POLIPROPILENO HOMOPOLIMERO H 202HC;POLIPROPILENO HOMOPOLIMERO, BRASKEM, H 202HC EN BOLSAS DE 25 KG PARA INYECCION FABRICACION DE ARTICULOS DE PLASTICO POLIPROPILENO HOMOPOLIMERO H 202HC
118-008274;0002;07/01/2022;2022;XIMESA S.A.C.;4  20125508716;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;03057-21;HLCUEUR2111BVBK8;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;43100;1741.41;44562.25;1800.49;1450;24750;25370;BRASKEM S.A;BRASKEM;POLIPROPILENO HOMOPOLIMERO, BRASKEM, H 202HC EN BOLSAS DE 25 KG PARA INYECCION FABRICACION DE ARTICULOS DE PLASTICO POLIPROPILENO HOMOPOLIMERO H 202HC;POLIPROPILENO HOMOPOLIMERO, BRASKEM, H 202HC EN BOLSAS DE 25 KG PARA INYECCION FABRICACION DE ARTICULOS DE PLASTICO POLIPROPILENO HOMOPOLIMERO H 202HC
118-008362;0001;08/01/2022;2022;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;03058-21;CLSCL0000003806;SAN VICENTE;Chile;Chile;76500;KG;76500;KILOGRAMO;0;No disponible;122055;1.6;135650.31;1.77;13575;76500;78082.5;PETROQUIM S.A.;PETROQUIM;RESINA PLASTICA. PETROQUIM. S/M BOLSAS DE 25 KG USO INDUSTRIAL POLIPROPILENO PH0953;RESINA PLASTICA. PETROQUIM. S/M BOLSAS DE 25 KG USO INDUSTRIAL POLIPROPILENO PH0953
118-008362;0002;08/01/2022;2022;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;03058-21;CLSCL0000003806;SAN VICENTE;Chile;Chile;25500;KG;25500;KILOGRAMO;0;No disponible;40685;1.6;45216.77;1.77;4525;25500;26027.5;PETROQUIM S.A.;PETROQUIM;RESINA PLASTICA. PETROQUIM. S/M BOLSAS DE 25 KG USO INDUSTRIAL POLIPROPILENO PH6010;RESINA PLASTICA. PETROQUIM. S/M BOLSAS DE 25 KG USO INDUSTRIAL POLIPROPILENO PH6010
262-008362;0001;08/01/2022;2022;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39021000;DESAGUADERO;MARITIMO;TRABAJOS MARITIMOS S.A.;03058-21;CLSCL0000003806;SAN VICENTE;Chile;Chile;76500;KG;76500;KILOGRAMO;0;No disponible;122055;1.6;135650.31;1.77;13575;76500;78285;PETROQUIM S.A.;PETROQUIM;RESINA PLASTICA. PETROQUIM. S/M BOLSAS DE 25 KG USO INDUSTRIAL POLIPROPILENO PH0953;RESINA PLASTICA. PETROQUIM. S/M BOLSAS DE 25 KG USO INDUSTRIAL POLIPROPILENO PH0953
262-008362;0002;08/01/2022;2022;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39021000;DESAGUADERO;MARITIMO;TRABAJOS MARITIMOS S.A.;03058-21;CLSCL0000003806;SAN VICENTE;Chile;Chile;25500;KG;25500;KILOGRAMO;0;No disponible;40685;1.6;45216.77;1.77;4525;25500;26095;PETROQUIM S.A.;PETROQUIM;RESINA PLASTICA. PETROQUIM. S/M BOLSAS DE 25 KG USO INDUSTRIAL POLIPROPILENO PH6010;RESINA PLASTICA. PETROQUIM. S/M BOLSAS DE 25 KG USO INDUSTRIAL POLIPROPILENO PH6010
118-008777;0001;08/01/2022;2022;XIMESA S.A.C.;4  20125508716;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;03058-21;7025-0464-112.023;SAN VICENTE;Chile;Chile;102000;KG;102000;KILOGRAMO;0;No disponible;170900;1.68;188803.79;1.85;17800;102000;103280;PETROQUIM SA;PETROQUIM;POLIPROPILENO HOMOPOLIMERO PETROQUIM PH2615 POLIPROPILENO INYECCION FABRICACION DE ARTICULOS DE PLASTICO 4080 EN BOLSAS DE 25 KG PH2615 SANITIZADO;POLIPROPILENO HOMOPOLIMERO PETROQUIM PH2615 POLIPROPILENO INYECCION FABRICACION DE ARTICULOS DE PLASTICO 4080 EN BOLSAS DE 25 KG PH2615 SANITIZADO
172-008777;0001;08/01/2022;2022;XIMESA S.A.C.;4  20125508716;IMPORTACION DEFINITIVA;39021000;TACNA;MARITIMO;TRABAJOS MARITIMOS S.A.;03058-21;7025-0464-112.023;SAN VICENTE;Chile;Chile;102000;KG;102000;KILOGRAMO;0;No disponible;170900;1.68;188803.79;1.85;17800;102000;104380;PETROQUIM SA;PETROQUIM;POLIPROPILENO HOMOPOLIMERO PETROQUIM PH2615 POLIPROPILENO INYECCION FABRICACION DE ARTICULOS DE PLASTICO 4080 EN BOLSAS DE 25 KG PH2615 SANITIZADO;POLIPROPILENO HOMOPOLIMERO PETROQUIM PH2615 POLIPROPILENO INYECCION FABRICACION DE ARTICULOS DE PLASTICO 4080 EN BOLSAS DE 25 KG PH2615 SANITIZADO
118-009368;0001;10/01/2022;2022;EL AGUILA SRL;4  20395263952;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;COSCO SHIPPING LINES (PER;00031-22;COSU6317496861;KRZZA;Corea del Sur;Estados Unidos;48;TM;48000;KILOGRAMO;0;No disponible;63040;1313.33;85820;1787.92;21992;48000;48000;DAELIM CO. LTD.;DAELIMPOLY;POLIPROPILENO HOMOPOLIMERO DAELIMPOLY UH450J POLIPROPILENO HOMOPOLIMERO PARA LA FABRICACION DE TELAS Y ENVASES DE POLIPROPILENO EN 1920 SACOS X 25 KGS ITEM ULSAN PP UH450J. LOTE: 2111125A1;POLIPROPILENO HOMOPOLIMERO DAELIMPOLY UH450J POLIPROPILENO HOMOPOLIMERO PARA LA FABRICACION DE TELAS Y ENVASES DE POLIPROPILENO EN 1920 SACOS X 25 KGS ITEM ULSAN PP UH450J. LOTE: 2111125A1
118-009733;0001;10/01/2022;2022;SAPISCO COMERCIAL S.A.C.;4  20552691734;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TERMINALES PORTUARIOS PER;03000-21;EGLV003104037100;KAOHSIUNG;Taiw醤;B閘gica;100;TM;100000;KILOGRAMO;0;No disponible;147885;1478.85;193974.8;1939.75;44000;100000;100510;MANUCHAR N.V.;TAIRIPRO;POLIPROPILENO, TAIRIPRO, S1005 GRADO: S1005, RAFFIA, MFI 5,0 EN 4000 SACOS DE 25 KG CADA UNO POLIPROPILENO HOMOPOLIMERO;POLIPROPILENO, TAIRIPRO, S1005 GRADO: S1005, RAFFIA, MFI 5,0 EN 4000 SACOS DE 25 KG CADA UNO POLIPROPILENO HOMOPOLIMERO
019-009903;0001;10/01/2022;2022;PROCESADORA COMERCIALIZAD MONTENEGRO SAC;4  20395981839;IMPORTACION DEFINITIVA;39021000;TUMBES;MARITIMO;TERMINALES PORTUARIOS PER;02957-21;EGLV003103737973;KAOHSIUNG;Taiw醤;Estados Unidos;500000;KG;500000;KILOGRAMO;0;No disponible;675670;1.35;918764;1.84;240000;500000;503000;ICD AMERICA LLC;S/M;POLIPROPILENO HOMOPOLIMERO. S/M. S/M POLIPROPILENO HOMOPOLIMERO PP S1005 EN BOLSAS DE 25KG POLYPROPYLENE  HOMOPOLYMER PP S1005;POLIPROPILENO HOMOPOLIMERO. S/M. S/M POLIPROPILENO HOMOPOLIMERO PP S1005 EN BOLSAS DE 25KG POLYPROPYLENE  HOMOPOLYMER PP S1005
118-009903;0001;10/01/2022;2022;PROCESADORA COMERCIALIZAD MONTENEGRO SAC;4  20395981839;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TERMINALES PORTUARIOS PER;02957-21;EGLV003103737973;KAOHSIUNG;Taiw醤;Estados Unidos;500000;KG;498000;KILOGRAMO;0;No disponible;675670;1.35;918764;1.84;240000;498000;498000;ICD AMERICA LLC;S/M;POLIPROPILENO HOMOPOLIMERO. S/M. S/M POLIPROPILENO HOMOPOLIMERO PP S1005 EN BOLSAS DE 25KG POLYPROPYLENE  HOMOPOLYMER PP S1005;POLIPROPILENO HOMOPOLIMERO. S/M. S/M POLIPROPILENO HOMOPOLIMERO PP S1005 EN BOLSAS DE 25KG POLYPROPYLENE  HOMOPOLYMER PP S1005
118-010088;0001;10/01/2022;2022;COLCA DEL PERU S A;4  20100351804;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TERMINALES PORTUARIOS PER;02957-21;EGLV040100486362;KRZZA;Corea del Sur;Estados Unidos;44;TM;44000;KILOGRAMO;0;No disponible;57816;1314;85796.82;1949.93;27904;44000;44655;TRICON DRY CHEMICALS LLC;LOTTE;POLIPROPILENO. LOTTE. S/M GRADE: LOTTE J-590K LOTE: P21414067 POLYPROPYLENE;POLIPROPILENO. LOTTE. S/M GRADE: LOTTE J-590K LOTE: P21414067 POLYPROPYLENE
046-010119;0001;10/01/2022;2022;IBEROPLAST S.A.C.;4  20602536522;IMPORTACION DEFINITIVA;39021000;PAITA;MARITIMO;MEDITERRANEAN SHIPPING CO;00016-22;MEDUC1132561;CARTAGENA;Colombia;Colombia;27000;KG;27000;KILOGRAMO;0;No disponible;50939;1.89;53572.01;1.98;2571;27000;27514.89;ESENTTIA S A;ESENTTIA;ESENTTIA 05H82-AV ESENTTIA S/M  INDUSTRIAL BOLSAS DE 25KGS C/U ESENTTIA 05H82-AV - HOMOPOLIMERO DE POLIPROPILENO;ESENTTIA 05H82-AV ESENTTIA S/M  INDUSTRIAL BOLSAS DE 25KGS C/U ESENTTIA 05H82-AV - HOMOPOLIMERO DE POLIPROPILENO
118-010119;0001;10/01/2022;2022;IBEROPLAST S.A.C.;4  20602536522;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00016-22;MEDUC1132561;CARTAGENA;Colombia;Colombia;27000;KG;27000;KILOGRAMO;0;No disponible;50939;1.89;53572.01;1.98;2571;27000;27270;ESENTTIA S A;ESENTTIA;ESENTTIA 05H82-AV ESENTTIA S/M  INDUSTRIAL BOLSAS DE 25KGS C/U ESENTTIA 05H82-AV - HOMOPOLIMERO DE POLIPROPILENO;ESENTTIA 05H82-AV ESENTTIA S/M  INDUSTRIAL BOLSAS DE 25KGS C/U ESENTTIA 05H82-AV - HOMOPOLIMERO DE POLIPROPILENO
118-010734;0001;11/01/2022;2022;POLINPLAST S.A.C.;4  20505520638;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;00043-22;SEAU214903808;BALBOA;Estados Unidos;Estados Unidos;99;TM;99000;KILOGRAMO;0;No disponible;177360;1791.52;186361.96;1882.44;8760;99000;100960;BRASKEM AMERICA, INC.;S/M;POLIPROPILENO COPO RANDOM, S/M, S/M D5001-80-DEV P14 POLIPROPILENO COPO RANDOM D5001-80-DEV - POLYPROPYLENE COPO RANDOM EN BOLSAS DE 25 KG C/U;POLIPROPILENO COPO RANDOM, S/M, S/M D5001-80-DEV P14 POLIPROPILENO COPO RANDOM D5001-80-DEV - POLYPROPYLENE COPO RANDOM EN BOLSAS DE 25 KG C/U
172-011013;0001;11/01/2022;2022;INDUSTRIAS FIBRAFORTE S A;4  20171036284;IMPORTACION DEFINITIVA;39021000;TACNA;MARITIMO;No disponible;00000-22;SEAU830228336;CARTAGENA;Colombia;Colombia;54000;KG;54000;KILOGRAMO;0;No disponible;101718;1.88;107060.95;1.98;5236;54000;55029.78;No disponible;S/M;HOMOPOLIMERO. S/M. S/M BOLSAS 25 KG PARA USO INDUSTRIAL HOMOPOLIMERO 01H41;HOMOPOLIMERO. S/M. S/M BOLSAS 25 KG PARA USO INDUSTRIAL HOMOPOLIMERO 01H41
118-011013;0001;11/01/2022;2022;INDUSTRIAS FIBRAFORTE S A;4  20171036284;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;00194-22;SEAU830228336;CARTAGENA;Colombia;Colombia;54000;KG;54000;KILOGRAMO;0;No disponible;101718;1.88;107060.95;1.98;5236;54000;54770;ESENTTIA S A;S/M;HOMOPOLIMERO, S/M, S/M BOLSAS 25 KG PARA USO INDUSTRIAL HOMOPOLIMERO 01H41;HOMOPOLIMERO, S/M, S/M BOLSAS 25 KG PARA USO INDUSTRIAL HOMOPOLIMERO 01H41
118-011100;0001;11/01/2022;2022;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TERMINALES PORTUARIOS PER;02957-21;EGLV040100518621;KRZZA;Corea del Sur;Estados Unidos;88;TM;88000;KILOGRAMO;0;No disponible;106992;1215.82;164857.4;1873.38;56528;88000;89380;TRICON DRY CHEMICALS LLC;LOTTE;POLIPROPILENO. LOTTE. JM-350 LOTTE JM350 USO INDUSTRIAL POLYPROPYLENE POLIPROPILENO;POLIPROPILENO. LOTTE. JM-350 LOTTE JM350 USO INDUSTRIAL POLYPROPYLENE POLIPROPILENO
118-011102;0001;11/01/2022;2022;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TERMINALES PORTUARIOS PER;02957-21;EGLV040100552977;KRZZA;Corea del Sur;Estados Unidos;44;TM;44000;KILOGRAMO;0;No disponible;58336;1325.82;87329.2;1984.75;28264;44000;44500;TRICON DRY CHEMICALS LLC;LOTTE;POLIPROPILENO. LOTTE. J-590K LOTTE J590K PARA USO INDUSTRIAL POLYPROPYLENE POLIPROPILENO;POLIPROPILENO. LOTTE. J-590K LOTTE J590K PARA USO INDUSTRIAL POLYPROPYLENE POLIPROPILENO
118-011776;0001;11/01/2022;2022;NORSAC SA.;4  20125625780;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;03080-21;SUDU61SSZ159939X;RIO DE JANEIRO;Brasil;Brasil;99;TM;99000;KILOGRAMO;0;No disponible;167644;1693.37;180695.15;1825.2;10955.6;99000;101310;BRASKEM SA R MARUMBI. 1001 PARTE;BRASKEM;POLIPROPILENO HOMOPOLIMERO DE 0.905 G/CM3 H 503HS EN BOLSAS DE 25 KG BRASKEM;POLIPROPILENO HOMOPOLIMERO DE 0.905 G/CM3 H 503HS EN BOLSAS DE 25 KG BRASKEM
235-012978;0005;12/01/2022;2022;MASTERCOL S.A.;4  20512217533;IMPORTACION DEFINITIVA;39021000;AEREA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00016-22;MEDUHH231837;HAIFA;Israel;Israel;3000;KG;3000;KILOGRAMO;0;No disponible;13904.38;4.63;14589.5;4.86;660.42;3000;3090.52;TOSAF COMPOUNDS LTD;TOSAF;POLIPROPILENO. TOSAF. S/M EN BOLSAS DE 20 KGS. PARA USO INDUSTRIAL POLIPROPILENO;POLIPROPILENO. TOSAF. S/M EN BOLSAS DE 20 KGS. PARA USO INDUSTRIAL POLIPROPILENO
118-012978;0005;12/01/2022;2022;MASTERCOL S.A.;4  20512217533;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00016-22;MEDUHH231837;HAIFA;Israel;Israel;3000;KG;3000;KILOGRAMO;0;No disponible;13904.38;4.63;14589.5;4.86;660.42;3000;3072.56;TOSAF COMPOUNDS LTD;TOSAF;POLIPROPILENO. TOSAF. S/M EN BOLSAS DE 20 KGS. PARA USO INDUSTRIAL POLIPROPILENO;POLIPROPILENO. TOSAF. S/M EN BOLSAS DE 20 KGS. PARA USO INDUSTRIAL POLIPROPILENO
118-013040;0001;12/01/2022;2022;SAPISCO COMERCIAL S.A.C.;4  20552691734;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;00044-22;MAEU214119355;No disponible;India;Francia;104;TM;104000;KILOGRAMO;0;No disponible;189391;1821.07;205691.58;1977.8;16137.09;104000;104300;RELIANCE INDUSTRIES LIMITED;REPOL;POLIPROPILENO. REPOL. H045SG REPOL H045SG EN 4160 BOLSAS DE 25 KG CADA UNO POLYPROPYLENE HOMOPOLYMER;POLIPROPILENO. REPOL. H045SG REPOL H045SG EN 4160 BOLSAS DE 25 KG CADA UNO POLYPROPYLENE HOMOPOLYMER
118-013493;0001;12/01/2022;2022;INVERSIONES SAN GABRIEL S A;4  20100403294;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;03080-21;HLCURI4211232619;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;42523.1;1718.11;44021.29;1778.64;1450;24750;25490;BRASKEM S.A.;BRASKEM;POLIPROPILENO HOMOPOLIMERO. BRASKEM. PH 0130 PH 0130 PL14 PARA USO INDUSTRIAL POLIPROPILENO HOMOPOLIMERO LOTE: RSGHKK045E;POLIPROPILENO HOMOPOLIMERO. BRASKEM. PH 0130 PH 0130 PL14 PARA USO INDUSTRIAL POLIPROPILENO HOMOPOLIMERO LOTE: RSGHKK045E
118-013942;0001;12/01/2022;2022;PROCESADORA COMERCIALIZAD MONTENEGRO SAC;4  20395981839;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;03080-21;HLCURI4211236525;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;41285.6;1668.11;42880.34;1732.54;1450;24750;25510;BRASKEM S.A.;BRASKEM;POLIPROPILENO HOMOPOLIMERO. BRASKEM. S/M H 103 PL14 SE UTILIZA PARA EXTRUSION DE CINTAS DE POLIPROPILENO POLIPROPILENO HOMOPOLIMERO H103 EN BOLSAS DE 25 KG C/U;POLIPROPILENO HOMOPOLIMERO. BRASKEM. S/M H 103 PL14 SE UTILIZA PARA EXTRUSION DE CINTAS DE POLIPROPILENO POLIPROPILENO HOMOPOLIMERO H103 EN BOLSAS DE 25 KG C/U
